44	GO:0005575|GO:0005576|GO:0005615|GO:0005622|GO:0005623|GO:0005886|GO:0005887|GO:0009897|GO:0009986|GO:0016020|GO:0016021|GO:0031224|GO:0031226|GO:0044421|GO:0044425|GO:0044459|GO:0044464|GO:0071944|GO:0098552
45	GO:0005575|GO:0005623|GO:0005886|GO:0005887|GO:0005892|GO:0009897|GO:0009986|GO:0016020|GO:0016021|GO:0030054|GO:0030425|GO:0031224|GO:0031226|GO:0032991|GO:0034702|GO:0036477|GO:0042995|GO:0043005|GO:0043025|GO:0043235|GO:0044297|GO:0044425|GO:0044456|GO:0044459|GO:0044463|GO:0044464|GO:0045202|GO:0045211|GO:0071944|GO:0097060|GO:0097447|GO:0097458|GO:0098552|GO:0098590|GO:0098794|GO:0098796|GO:0098797|GO:0098802|GO:0120025|GO:0120038|GO:1902495|GO:1990351
46	GO:0005575|GO:0005623|GO:0005886|GO:0005887|GO:0005892|GO:0009897|GO:0009986|GO:0016020|GO:0016021|GO:0030054|GO:0031224|GO:0031226|GO:0032991|GO:0034702|GO:0043235|GO:0044425|GO:0044456|GO:0044459|GO:0044464|GO:0044853|GO:0045121|GO:0045202|GO:0045211|GO:0071944|GO:0097060|GO:0098552|GO:0098589|GO:0098590|GO:0098794|GO:0098796|GO:0098797|GO:0098802|GO:0098805|GO:0098857|GO:1902495|GO:1990351
47	GO:0005575|GO:0005622|GO:0005623|GO:0005634|GO:0005654|GO:0005730|GO:0005737|GO:0010494|GO:0031974|GO:0031981|GO:0032991|GO:0035770|GO:0036464|GO:0043226|GO:0043227|GO:0043228|GO:0043229|GO:0043231|GO:0043232|GO:0043233|GO:0044422|GO:0044424|GO:0044428|GO:0044444|GO:0044446|GO:0044464|GO:0070013|GO:1990904
48	GO:0005575|GO:0005622|GO:0005623|GO:0005737|GO:0005783|GO:0005788|GO:0005789|GO:0012505|GO:0016020|GO:0016021|GO:0031224|GO:0031974|GO:0031984|GO:0042175|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0043233|GO:0044422|GO:0044424|GO:0044425|GO:0044432|GO:0044444|GO:0044446|GO:0044464|GO:0070013|GO:0098827
49	GO:0000139|GO:0000323|GO:0005575|GO:0005622|GO:0005623|GO:0005737|GO:0005764|GO:0005765|GO:0005768|GO:0005773|GO:0005774|GO:0005794|GO:0005798|GO:0005802|GO:0005819|GO:0005829|GO:0005856|GO:0005874|GO:0005876|GO:0005886|GO:0005905|GO:0010008|GO:0012505|GO:0012506|GO:0012510|GO:0015630|GO:0016020|GO:0030117|GO:0030118|GO:0030120|GO:0030125|GO:0030130|GO:0030132|GO:0030133|GO:0030135|GO:0030136|GO:0030139|GO:0030140|GO:0030658|GO:0030659|GO:0030660|GO:0030662|GO:0030665|GO:0030666|GO:0030669|GO:0031090|GO:0031410|GO:0031982|GO:0031984|GO:0032588|GO:0032991|GO:0036019|GO:0036020|GO:0042470|GO:0043226|GO:0043227|GO:0043228|GO:0043229|GO:0043231|GO:0043232|GO:0044422|GO:0044424|GO:0044425|GO:0044430|GO:0044431|GO:0044433|GO:0044437|GO:0044440|GO:0044444|GO:0044446|GO:0044459|GO:0044464|GO:0045334|GO:0048475|GO:0048770|GO:0071439|GO:0071944|GO:0072686|GO:0097708|GO:0098588|GO:0098791|GO:0098796|GO:0098797|GO:0098805|GO:0098852|GO:0099080|GO:0099081|GO:0099512|GO:0099513|GO:1990498
50	GO:0005575|GO:0005576|GO:0005581|GO:0005583|GO:0005585|GO:0005604|GO:0005615|GO:0005622|GO:0005623|GO:0005737|GO:0005783|GO:0005788|GO:0012505|GO:0031012|GO:0031974|GO:0032991|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0043233|GO:0044420|GO:0044421|GO:0044422|GO:0044424|GO:0044432|GO:0044444|GO:0044446|GO:0044464|GO:0062023|GO:0070013|GO:0098643|GO:0098644|GO:0099080|GO:0099081|GO:0099512
51	GO:0005575|GO:0005623|GO:0005886|GO:0005887|GO:0016020|GO:0016021|GO:0031224|GO:0031226|GO:0044425|GO:0044459|GO:0044464|GO:0071944
52	GO:0005575|GO:0005576|GO:0005615|GO:0044421
53	GO:0005575|GO:0005576|GO:0005615|GO:0005622|GO:0005623|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0044421|GO:0044424|GO:0044464
54	GO:0005575|GO:0005576|GO:0005615|GO:0044421
